Number A,Operation,Number B,Solution
1.0,4.0,6.0,0.16666666666666666
2.0,2.0,16.0,-14.0
11.0,3.0,11.0,121.0
3.0,2.0,6.0,-3.0
19.0,1.0,16.0,35.0
19.0,1.0,5.0,24.0
9.0,1.0,16.0,25.0
8.0,1.0,10.0,18.0
17.0,2.0,6.0,11.0
18.0,2.0,13.0,5.0
15.0,2.0,14.0,1.0
11.0,2.0,17.0,-6.0
1.0,1.0,17.0,18.0
8.0,4.0,6.0,1.3333333333333333
5.0,3.0,12.0,60.0
1.0,3.0,5.0,5.0
8.0,1.0,7.0,15.0
20.0,4.0,2.0,10.0
11.0,2.0,8.0,3.0
13.0,1.0,9.0,22.0
8.0,3.0,7.0,56.0
16.0,4.0,6.0,2.6666666666666665
9.0,3.0,20.0,180.0
8.0,4.0,5.0,1.6
16.0,3.0,5.0,80.0
17.0,4.0,19.0,0.8947368421052632
1.0,1.0,17.0,18.0
14.0,4.0,6.0,2.3333333333333335
11.0,1.0,8.0,19.0
18.0,2.0,15.0,3.0
18.0,2.0,14.0,4.0
16.0,2.0,16.0,0.0
6.0,2.0,17.0,-11.0
1.0,2.0,15.0,-14.0
5.0,4.0,17.0,0.29411764705882354
13.0,3.0,1.0,13.0
10.0,2.0,17.0,-7.0
4.0,4.0,1.0,4.0
1.0,2.0,13.0,-12.0
10.0,3.0,4.0,40.0
12.0,1.0,20.0,32.0
18.0,2.0,7.0,11.0
18.0,2.0,10.0,8.0
1.0,1.0,19.0,20.0
19.0,2.0,16.0,3.0
8.0,4.0,17.0,0.47058823529411764
15.0,4.0,12.0,1.25
2.0,1.0,9.0,11.0
7.0,3.0,15.0,105.0
7.0,3.0,19.0,133.0
9.0,4.0,9.0,1.0
3.0,2.0,16.0,-13.0
14.0,3.0,5.0,70.0
1.0,4.0,11.0,0.09090909090909091
3.0,3.0,13.0,39.0
5.0,4.0,8.0,0.625
9.0,1.0,12.0,21.0
4.0,3.0,8.0,32.0
20.0,3.0,13.0,260.0
18.0,1.0,6.0,24.0
20.0,2.0,12.0,8.0
15.0,2.0,1.0,14.0
10.0,4.0,20.0,0.5
16.0,1.0,11.0,27.0
13.0,3.0,13.0,169.0
8.0,4.0,10.0,0.8
19.0,3.0,8.0,152.0
16.0,2.0,7.0,9.0
5.0,4.0,8.0,0.625
11.0,1.0,7.0,18.0
1.0,3.0,11.0,11.0
1.0,3.0,6.0,6.0
2.0,2.0,11.0,-9.0
18.0,3.0,2.0,36.0
17.0,4.0,1.0,17.0
15.0,4.0,4.0,3.75
14.0,1.0,16.0,30.0
10.0,2.0,7.0,3.0
20.0,3.0,7.0,140.0
6.0,4.0,16.0,0.375
12.0,4.0,11.0,1.0909090909090908
19.0,3.0,20.0,380.0
9.0,3.0,1.0,9.0
15.0,4.0,1.0,15.0
9.0,4.0,8.0,1.125
19.0,4.0,5.0,3.8
6.0,2.0,7.0,-1.0
1.0,3.0,12.0,12.0
9.0,3.0,13.0,117.0
18.0,2.0,3.0,15.0
9.0,1.0,13.0,22.0
5.0,3.0,13.0,65.0
4.0,2.0,13.0,-9.0
7.0,2.0,4.0,3.0
5.0,4.0,18.0,0.2777777777777778
13.0,4.0,12.0,1.0833333333333333
20.0,3.0,19.0,380.0
13.0,2.0,6.0,7.0
10.0,1.0,7.0,17.0
8.0,4.0,3.0,2.6666666666666665
18.0,1.0,19.0,37.0
12.0,2.0,12.0,0.0
2.0,4.0,10.0,0.2
7.0,4.0,3.0,2.3333333333333335
20.0,4.0,9.0,2.2222222222222223
19.0,2.0,9.0,10.0
10.0,3.0,8.0,80.0
18.0,1.0,3.0,21.0
18.0,3.0,10.0,180.0
8.0,4.0,5.0,1.6
14.0,3.0,16.0,224.0
5.0,2.0,11.0,-6.0
8.0,2.0,1.0,7.0
12.0,1.0,20.0,32.0
9.0,2.0,13.0,-4.0
8.0,2.0,9.0,-1.0
8.0,2.0,20.0,-12.0
17.0,3.0,3.0,51.0
1.0,1.0,13.0,14.0
16.0,3.0,3.0,48.0
6.0,2.0,4.0,2.0
18.0,3.0,7.0,126.0
1.0,1.0,1.0,2.0
15.0,4.0,16.0,0.9375
8.0,2.0,13.0,-5.0
10.0,1.0,8.0,18.0
16.0,4.0,5.0,3.2
2.0,1.0,19.0,21.0
8.0,4.0,13.0,0.6153846153846154
11.0,4.0,4.0,2.75
18.0,3.0,8.0,144.0
5.0,4.0,15.0,0.3333333333333333
10.0,3.0,2.0,20.0
5.0,4.0,19.0,0.2631578947368421
15.0,3.0,8.0,120.0
18.0,2.0,8.0,10.0
19.0,1.0,8.0,27.0
7.0,1.0,17.0,24.0
17.0,4.0,16.0,1.0625
2.0,3.0,9.0,18.0
1.0,2.0,1.0,0.0
3.0,1.0,1.0,4.0
7.0,2.0,14.0,-7.0
20.0,1.0,8.0,28.0
5.0,2.0,20.0,-15.0
1.0,1.0,14.0,15.0
1.0,3.0,9.0,9.0
13.0,1.0,2.0,15.0
1.0,4.0,14.0,0.07142857142857142
8.0,1.0,20.0,28.0
20.0,2.0,5.0,15.0
3.0,2.0,14.0,-11.0
10.0,4.0,3.0,3.3333333333333335
11.0,1.0,17.0,28.0
19.0,4.0,2.0,9.5
20.0,3.0,19.0,380.0
20.0,2.0,10.0,10.0
20.0,3.0,18.0,360.0
15.0,3.0,15.0,225.0
19.0,4.0,5.0,3.8
3.0,2.0,16.0,-13.0
2.0,4.0,18.0,0.1111111111111111
3.0,3.0,6.0,18.0
6.0,4.0,4.0,1.5
19.0,2.0,20.0,-1.0
15.0,3.0,19.0,285.0
19.0,2.0,20.0,-1.0
7.0,1.0,9.0,16.0
15.0,1.0,13.0,28.0
16.0,3.0,10.0,160.0
9.0,2.0,4.0,5.0
20.0,4.0,18.0,1.1111111111111112
6.0,1.0,17.0,23.0
14.0,3.0,13.0,182.0
1.0,2.0,13.0,-12.0
6.0,1.0,19.0,25.0
16.0,4.0,17.0,0.9411764705882353
13.0,4.0,6.0,2.1666666666666665
5.0,1.0,16.0,21.0
6.0,4.0,11.0,0.5454545454545454
8.0,3.0,7.0,56.0
3.0,2.0,7.0,-4.0
3.0,3.0,4.0,12.0
19.0,3.0,5.0,95.0
19.0,3.0,18.0,342.0
15.0,4.0,16.0,0.9375
12.0,4.0,16.0,0.75
13.0,3.0,18.0,234.0
15.0,3.0,17.0,255.0
19.0,3.0,12.0,228.0
15.0,1.0,4.0,19.0
10.0,2.0,15.0,-5.0
14.0,1.0,18.0,32.0
12.0,1.0,5.0,17.0
12.0,3.0,13.0,156.0
14.0,1.0,12.0,26.0
15.0,3.0,13.0,195.0
4.0,3.0,4.0,16.0
13.0,3.0,5.0,65.0
12.0,1.0,7.0,19.0
20.0,4.0,19.0,1.0526315789473684
18.0,4.0,2.0,9.0
10.0,4.0,1.0,10.0
18.0,3.0,16.0,288.0
18.0,2.0,17.0,1.0
9.0,4.0,5.0,1.8
6.0,4.0,20.0,0.3
4.0,1.0,19.0,23.0
11.0,3.0,20.0,220.0
10.0,1.0,1.0,11.0
20.0,1.0,19.0,39.0
12.0,2.0,13.0,-1.0
10.0,1.0,9.0,19.0
5.0,3.0,2.0,10.0
16.0,2.0,1.0,15.0
3.0,1.0,17.0,20.0
15.0,2.0,14.0,1.0
8.0,1.0,3.0,11.0
16.0,2.0,14.0,2.0
3.0,2.0,12.0,-9.0
10.0,3.0,3.0,30.0
19.0,1.0,18.0,37.0
1.0,3.0,15.0,15.0
7.0,3.0,13.0,91.0
17.0,1.0,14.0,31.0
13.0,1.0,17.0,30.0
3.0,2.0,17.0,-14.0
17.0,2.0,9.0,8.0
20.0,3.0,10.0,200.0
1.0,3.0,5.0,5.0
15.0,3.0,4.0,60.0
17.0,3.0,20.0,340.0
1.0,4.0,2.0,0.5
1.0,4.0,11.0,0.09090909090909091
10.0,2.0,4.0,6.0
13.0,2.0,12.0,1.0
5.0,4.0,16.0,0.3125
2.0,4.0,4.0,0.5
2.0,2.0,18.0,-16.0
11.0,3.0,16.0,176.0
12.0,4.0,19.0,0.631578947368421
3.0,1.0,7.0,10.0
17.0,3.0,1.0,17.0
20.0,3.0,4.0,80.0
4.0,2.0,7.0,-3.0
4.0,3.0,3.0,12.0
1.0,4.0,20.0,0.05
19.0,4.0,5.0,3.8
14.0,3.0,4.0,56.0
17.0,3.0,3.0,51.0
8.0,3.0,14.0,112.0
2.0,4.0,1.0,2.0
10.0,1.0,13.0,23.0
8.0,2.0,17.0,-9.0
19.0,3.0,14.0,266.0
12.0,1.0,1.0,13.0
8.0,4.0,13.0,0.6153846153846154
2.0,4.0,14.0,0.14285714285714285
15.0,2.0,7.0,8.0
5.0,1.0,17.0,22.0
12.0,2.0,9.0,3.0
13.0,2.0,10.0,3.0
7.0,4.0,1.0,7.0
12.0,3.0,9.0,108.0
6.0,3.0,8.0,48.0
10.0,3.0,14.0,140.0
6.0,1.0,4.0,10.0
14.0,2.0,7.0,7.0
20.0,1.0,7.0,27.0
13.0,1.0,8.0,21.0
20.0,1.0,11.0,31.0
14.0,4.0,1.0,14.0
15.0,4.0,10.0,1.5
16.0,3.0,3.0,48.0
7.0,3.0,19.0,133.0
9.0,4.0,8.0,1.125
10.0,2.0,20.0,-10.0
1.0,3.0,9.0,9.0
4.0,4.0,11.0,0.36363636363636365
6.0,1.0,18.0,24.0
2.0,1.0,14.0,16.0
10.0,2.0,6.0,4.0
4.0,3.0,11.0,44.0
9.0,3.0,19.0,171.0
8.0,4.0,6.0,1.3333333333333333
11.0,4.0,18.0,0.6111111111111112
4.0,1.0,17.0,21.0
19.0,2.0,10.0,9.0
16.0,1.0,3.0,19.0
12.0,4.0,3.0,4.0
10.0,4.0,14.0,0.7142857142857143
8.0,4.0,20.0,0.4
11.0,4.0,20.0,0.55
2.0,4.0,4.0,0.5
16.0,4.0,3.0,5.333333333333333
5.0,4.0,2.0,2.5
11.0,4.0,17.0,0.6470588235294118
15.0,2.0,4.0,11.0
15.0,1.0,15.0,30.0
16.0,4.0,10.0,1.6
19.0,1.0,3.0,22.0
3.0,2.0,4.0,-1.0
14.0,2.0,4.0,10.0
14.0,4.0,18.0,0.7777777777777778
12.0,1.0,17.0,29.0
19.0,1.0,18.0,37.0
9.0,4.0,14.0,0.6428571428571429
2.0,1.0,20.0,22.0
2.0,3.0,2.0,4.0
19.0,3.0,16.0,304.0
11.0,1.0,3.0,14.0
17.0,4.0,20.0,0.85
7.0,4.0,15.0,0.4666666666666667
9.0,4.0,5.0,1.8
17.0,1.0,8.0,25.0
19.0,1.0,13.0,32.0
17.0,2.0,11.0,6.0
1.0,1.0,19.0,20.0
5.0,2.0,7.0,-2.0
14.0,3.0,11.0,154.0
5.0,1.0,5.0,10.0
20.0,3.0,2.0,40.0
11.0,4.0,13.0,0.8461538461538461
8.0,4.0,4.0,2.0
18.0,4.0,17.0,1.0588235294117647
11.0,3.0,20.0,220.0
3.0,2.0,4.0,-1.0
3.0,4.0,14.0,0.21428571428571427
8.0,2.0,6.0,2.0
19.0,1.0,12.0,31.0
15.0,1.0,1.0,16.0
11.0,3.0,3.0,33.0
18.0,2.0,11.0,7.0
8.0,3.0,1.0,8.0
4.0,4.0,4.0,1.0
4.0,3.0,18.0,72.0
4.0,2.0,1.0,3.0
19.0,2.0,5.0,14.0
7.0,1.0,5.0,12.0
17.0,2.0,17.0,0.0
5.0,1.0,8.0,13.0
14.0,4.0,1.0,14.0
9.0,4.0,18.0,0.5
6.0,2.0,2.0,4.0
2.0,3.0,2.0,4.0
18.0,4.0,10.0,1.8
2.0,1.0,12.0,14.0
13.0,3.0,19.0,247.0
15.0,2.0,16.0,-1.0
8.0,1.0,15.0,23.0
19.0,1.0,5.0,24.0
20.0,4.0,13.0,1.5384615384615385
5.0,1.0,3.0,8.0
7.0,2.0,11.0,-4.0
11.0,4.0,17.0,0.6470588235294118
12.0,1.0,2.0,14.0
12.0,2.0,4.0,8.0
15.0,2.0,8.0,7.0
8.0,4.0,20.0,0.4
11.0,2.0,10.0,1.0
12.0,3.0,20.0,240.0
12.0,1.0,10.0,22.0
3.0,1.0,1.0,4.0
12.0,4.0,1.0,12.0
5.0,1.0,5.0,10.0
9.0,3.0,20.0,180.0
2.0,4.0,16.0,0.125
2.0,2.0,1.0,1.0
4.0,1.0,19.0,23.0
4.0,1.0,6.0,10.0
3.0,2.0,14.0,-11.0
3.0,3.0,4.0,12.0
10.0,2.0,20.0,-10.0
14.0,4.0,14.0,1.0
13.0,1.0,16.0,29.0
11.0,1.0,6.0,17.0
2.0,1.0,2.0,4.0
17.0,1.0,16.0,33.0
19.0,3.0,17.0,323.0
16.0,4.0,1.0,16.0
6.0,3.0,1.0,6.0
3.0,4.0,4.0,0.75
6.0,2.0,17.0,-11.0
2.0,1.0,16.0,18.0
10.0,2.0,20.0,-10.0
2.0,1.0,6.0,8.0
18.0,3.0,5.0,90.0
19.0,3.0,16.0,304.0
10.0,1.0,8.0,18.0
11.0,2.0,13.0,-2.0
20.0,1.0,20.0,40.0
4.0,1.0,18.0,22.0
9.0,3.0,20.0,180.0
17.0,4.0,6.0,2.8333333333333335
4.0,2.0,4.0,0.0
15.0,4.0,15.0,1.0
1.0,1.0,20.0,21.0
14.0,4.0,5.0,2.8
15.0,3.0,11.0,165.0
4.0,1.0,2.0,6.0
1.0,1.0,20.0,21.0
17.0,2.0,17.0,0.0
11.0,1.0,6.0,17.0
18.0,1.0,3.0,21.0
18.0,1.0,16.0,34.0
19.0,2.0,19.0,0.0
17.0,2.0,17.0,0.0
8.0,3.0,18.0,144.0
16.0,4.0,19.0,0.8421052631578947
6.0,2.0,8.0,-2.0
6.0,4.0,15.0,0.4
12.0,3.0,9.0,108.0
6.0,3.0,8.0,48.0
3.0,2.0,20.0,-17.0
11.0,4.0,10.0,1.1
18.0,3.0,8.0,144.0
13.0,2.0,8.0,5.0
17.0,3.0,1.0,17.0
4.0,1.0,6.0,10.0
16.0,4.0,19.0,0.8421052631578947
14.0,2.0,16.0,-2.0
9.0,2.0,9.0,0.0
6.0,4.0,6.0,1.0
17.0,3.0,12.0,204.0
2.0,4.0,16.0,0.125
11.0,3.0,10.0,110.0
11.0,3.0,2.0,22.0
11.0,4.0,8.0,1.375
13.0,1.0,1.0,14.0
9.0,3.0,15.0,135.0
20.0,1.0,9.0,29.0
3.0,1.0,14.0,17.0
20.0,3.0,1.0,20.0
19.0,2.0,12.0,7.0
2.0,3.0,11.0,22.0
15.0,4.0,17.0,0.8823529411764706
14.0,1.0,11.0,25.0
11.0,2.0,3.0,8.0
16.0,2.0,12.0,4.0
10.0,3.0,9.0,90.0
9.0,1.0,16.0,25.0
15.0,1.0,15.0,30.0
7.0,2.0,9.0,-2.0
11.0,3.0,4.0,44.0
18.0,2.0,7.0,11.0
2.0,2.0,3.0,-1.0
17.0,2.0,4.0,13.0
13.0,2.0,5.0,8.0
1.0,1.0,1.0,2.0
17.0,3.0,5.0,85.0
13.0,1.0,19.0,32.0
7.0,4.0,12.0,0.5833333333333334
4.0,1.0,1.0,5.0
5.0,2.0,18.0,-13.0
5.0,1.0,18.0,23.0
15.0,4.0,6.0,2.5
12.0,4.0,12.0,1.0
14.0,2.0,20.0,-6.0
20.0,1.0,4.0,24.0
2.0,1.0,16.0,18.0
3.0,1.0,16.0,19.0
2.0,4.0,8.0,0.25
13.0,4.0,7.0,1.8571428571428572
20.0,1.0,15.0,35.0
18.0,2.0,16.0,2.0
5.0,3.0,7.0,35.0
8.0,1.0,2.0,10.0
15.0,3.0,20.0,300.0
10.0,1.0,5.0,15.0
3.0,2.0,18.0,-15.0
7.0,4.0,19.0,0.3684210526315789
4.0,1.0,18.0,22.0
7.0,4.0,8.0,0.875
16.0,3.0,3.0,48.0
13.0,3.0,17.0,221.0
17.0,2.0,17.0,0.0
4.0,2.0,5.0,-1.0
8.0,2.0,10.0,-2.0
3.0,2.0,10.0,-7.0
12.0,1.0,12.0,24.0
5.0,3.0,10.0,50.0
18.0,1.0,8.0,26.0
5.0,1.0,8.0,13.0
15.0,3.0,12.0,180.0
12.0,3.0,7.0,84.0
18.0,4.0,7.0,2.5714285714285716
11.0,3.0,11.0,121.0
16.0,3.0,1.0,16.0
6.0,4.0,16.0,0.375
13.0,2.0,16.0,-3.0
5.0,1.0,5.0,10.0
2.0,4.0,16.0,0.125
11.0,1.0,4.0,15.0
2.0,2.0,2.0,0.0
6.0,2.0,10.0,-4.0
15.0,1.0,15.0,30.0
16.0,3.0,7.0,112.0
13.0,1.0,5.0,18.0
13.0,2.0,12.0,1.0
8.0,3.0,13.0,104.0
13.0,3.0,10.0,130.0
9.0,3.0,1.0,9.0
10.0,3.0,20.0,200.0
9.0,1.0,1.0,10.0
18.0,4.0,13.0,1.3846153846153846
6.0,3.0,18.0,108.0
16.0,1.0,16.0,32.0
1.0,4.0,16.0,0.0625
5.0,1.0,5.0,10.0
4.0,4.0,7.0,0.5714285714285714
16.0,2.0,5.0,11.0
13.0,4.0,14.0,0.9285714285714286
1.0,3.0,15.0,15.0
11.0,1.0,19.0,30.0
7.0,1.0,11.0,18.0
4.0,2.0,2.0,2.0
4.0,3.0,12.0,48.0
7.0,3.0,7.0,49.0
19.0,4.0,17.0,1.1176470588235294
12.0,1.0,2.0,14.0
7.0,4.0,15.0,0.4666666666666667
2.0,2.0,10.0,-8.0
4.0,2.0,2.0,2.0
19.0,3.0,17.0,323.0
10.0,3.0,2.0,20.0
10.0,1.0,16.0,26.0
15.0,1.0,16.0,31.0
8.0,2.0,14.0,-6.0
20.0,1.0,1.0,21.0
10.0,4.0,20.0,0.5
5.0,3.0,11.0,55.0
4.0,1.0,17.0,21.0
12.0,4.0,17.0,0.7058823529411765
16.0,1.0,9.0,25.0
2.0,4.0,1.0,2.0
17.0,2.0,3.0,14.0
5.0,4.0,10.0,0.5
15.0,3.0,10.0,150.0
7.0,3.0,1.0,7.0
14.0,2.0,14.0,0.0
13.0,3.0,8.0,104.0
2.0,4.0,4.0,0.5
6.0,4.0,10.0,0.6
17.0,4.0,14.0,1.2142857142857142
17.0,4.0,14.0,1.2142857142857142
20.0,3.0,11.0,220.0
18.0,1.0,15.0,33.0
13.0,3.0,1.0,13.0
3.0,4.0,1.0,3.0
13.0,3.0,15.0,195.0
8.0,3.0,9.0,72.0
3.0,2.0,12.0,-9.0
7.0,2.0,14.0,-7.0
20.0,1.0,12.0,32.0
12.0,3.0,18.0,216.0
4.0,4.0,1.0,4.0
6.0,1.0,14.0,20.0
13.0,3.0,3.0,39.0
19.0,4.0,18.0,1.0555555555555556
19.0,3.0,15.0,285.0
8.0,3.0,10.0,80.0
6.0,4.0,4.0,1.5
9.0,3.0,3.0,27.0
5.0,4.0,3.0,1.6666666666666667
12.0,1.0,2.0,14.0
2.0,4.0,14.0,0.14285714285714285
5.0,2.0,4.0,1.0
6.0,3.0,6.0,36.0
16.0,3.0,5.0,80.0
19.0,3.0,14.0,266.0
19.0,3.0,9.0,171.0
6.0,3.0,5.0,30.0
2.0,3.0,16.0,32.0
2.0,4.0,6.0,0.3333333333333333
10.0,2.0,1.0,9.0
14.0,2.0,12.0,2.0
3.0,3.0,18.0,54.0
9.0,1.0,6.0,15.0
10.0,2.0,3.0,7.0
2.0,1.0,14.0,16.0
15.0,4.0,8.0,1.875
20.0,1.0,8.0,28.0
10.0,1.0,11.0,21.0
18.0,1.0,18.0,36.0
14.0,4.0,17.0,0.8235294117647058
11.0,2.0,5.0,6.0
1.0,1.0,7.0,8.0
20.0,2.0,19.0,1.0
15.0,3.0,11.0,165.0
9.0,2.0,1.0,8.0
3.0,4.0,17.0,0.17647058823529413
18.0,1.0,17.0,35.0
3.0,2.0,12.0,-9.0
14.0,3.0,4.0,56.0
15.0,1.0,18.0,33.0
14.0,2.0,5.0,9.0
7.0,3.0,11.0,77.0
16.0,3.0,9.0,144.0
18.0,2.0,13.0,5.0
1.0,1.0,2.0,3.0
17.0,3.0,5.0,85.0
19.0,4.0,9.0,2.111111111111111
10.0,1.0,1.0,11.0
16.0,2.0,13.0,3.0
4.0,1.0,10.0,14.0
7.0,3.0,5.0,35.0
5.0,3.0,16.0,80.0
2.0,2.0,7.0,-5.0
3.0,2.0,1.0,2.0
14.0,2.0,16.0,-2.0
14.0,4.0,20.0,0.7
13.0,2.0,14.0,-1.0
2.0,4.0,6.0,0.3333333333333333
20.0,3.0,3.0,60.0
19.0,1.0,7.0,26.0
4.0,1.0,4.0,8.0
4.0,1.0,15.0,19.0
10.0,3.0,12.0,120.0
14.0,4.0,1.0,14.0
11.0,4.0,12.0,0.9166666666666666
18.0,4.0,9.0,2.0
20.0,3.0,5.0,100.0
20.0,2.0,3.0,17.0
4.0,1.0,18.0,22.0
8.0,1.0,14.0,22.0
11.0,3.0,6.0,66.0
19.0,1.0,19.0,38.0
11.0,4.0,4.0,2.75
5.0,1.0,13.0,18.0
17.0,4.0,8.0,2.125
9.0,4.0,7.0,1.2857142857142858
9.0,2.0,10.0,-1.0
17.0,4.0,8.0,2.125
5.0,4.0,12.0,0.4166666666666667
15.0,1.0,9.0,24.0
5.0,2.0,15.0,-10.0
13.0,3.0,18.0,234.0
19.0,1.0,19.0,38.0
18.0,1.0,5.0,23.0
18.0,1.0,17.0,35.0
16.0,3.0,4.0,64.0
5.0,1.0,9.0,14.0
11.0,3.0,6.0,66.0
1.0,2.0,15.0,-14.0
1.0,1.0,16.0,17.0
15.0,3.0,17.0,255.0
10.0,1.0,18.0,28.0
10.0,4.0,1.0,10.0
5.0,2.0,18.0,-13.0
7.0,4.0,6.0,1.1666666666666667
14.0,4.0,11.0,1.2727272727272727
4.0,2.0,11.0,-7.0
13.0,1.0,12.0,25.0
14.0,4.0,19.0,0.7368421052631579
16.0,1.0,18.0,34.0
5.0,3.0,3.0,15.0
3.0,3.0,19.0,57.0
18.0,2.0,13.0,5.0
18.0,4.0,15.0,1.2
1.0,2.0,15.0,-14.0
18.0,2.0,15.0,3.0
13.0,1.0,17.0,30.0
7.0,1.0,8.0,15.0
17.0,4.0,6.0,2.8333333333333335
18.0,2.0,5.0,13.0
14.0,4.0,18.0,0.7777777777777778
16.0,3.0,12.0,192.0
7.0,2.0,17.0,-10.0
17.0,1.0,7.0,24.0
9.0,3.0,14.0,126.0
20.0,2.0,4.0,16.0
2.0,4.0,9.0,0.2222222222222222
9.0,2.0,7.0,2.0
8.0,1.0,10.0,18.0
19.0,3.0,6.0,114.0
15.0,1.0,1.0,16.0
4.0,3.0,19.0,76.0
10.0,2.0,1.0,9.0
7.0,3.0,4.0,28.0
13.0,1.0,9.0,22.0
12.0,2.0,2.0,10.0
10.0,4.0,5.0,2.0
4.0,1.0,18.0,22.0
9.0,1.0,20.0,29.0
14.0,3.0,15.0,210.0
19.0,1.0,9.0,28.0
7.0,1.0,12.0,19.0
9.0,1.0,6.0,15.0
7.0,4.0,12.0,0.5833333333333334
7.0,3.0,14.0,98.0
3.0,1.0,12.0,15.0
7.0,3.0,7.0,49.0
3.0,4.0,3.0,1.0
15.0,4.0,5.0,3.0
12.0,2.0,14.0,-2.0
17.0,2.0,7.0,10.0
13.0,2.0,17.0,-4.0
7.0,3.0,2.0,14.0
6.0,2.0,1.0,5.0
2.0,4.0,7.0,0.2857142857142857
11.0,4.0,20.0,0.55
12.0,3.0,16.0,192.0
20.0,1.0,6.0,26.0
10.0,2.0,18.0,-8.0
15.0,4.0,9.0,1.6666666666666667
1.0,4.0,8.0,0.125
10.0,1.0,1.0,11.0
18.0,3.0,1.0,18.0
5.0,4.0,17.0,0.29411764705882354
18.0,2.0,6.0,12.0
12.0,4.0,12.0,1.0
5.0,2.0,13.0,-8.0
18.0,1.0,15.0,33.0
11.0,3.0,8.0,88.0
19.0,1.0,2.0,21.0
13.0,4.0,19.0,0.6842105263157895
14.0,4.0,19.0,0.7368421052631579
20.0,4.0,1.0,20.0
16.0,4.0,5.0,3.2
14.0,3.0,6.0,84.0
20.0,2.0,12.0,8.0
20.0,1.0,3.0,23.0
19.0,1.0,10.0,29.0
1.0,2.0,6.0,-5.0
13.0,2.0,1.0,12.0
11.0,3.0,1.0,11.0
4.0,4.0,9.0,0.4444444444444444
16.0,3.0,9.0,144.0
18.0,4.0,6.0,3.0
4.0,3.0,13.0,52.0
18.0,4.0,18.0,1.0
3.0,2.0,6.0,-3.0
5.0,4.0,10.0,0.5
8.0,2.0,18.0,-10.0
18.0,4.0,13.0,1.3846153846153846
15.0,4.0,16.0,0.9375
6.0,4.0,2.0,3.0
7.0,2.0,2.0,5.0
5.0,1.0,14.0,19.0
16.0,4.0,4.0,4.0
5.0,3.0,13.0,65.0
19.0,3.0,17.0,323.0
5.0,3.0,3.0,15.0
10.0,4.0,4.0,2.5
6.0,2.0,1.0,5.0
17.0,1.0,17.0,34.0
3.0,1.0,14.0,17.0
19.0,3.0,5.0,95.0
20.0,3.0,6.0,120.0
4.0,4.0,16.0,0.25
18.0,4.0,14.0,1.2857142857142858
6.0,1.0,19.0,25.0
16.0,1.0,9.0,25.0
2.0,1.0,12.0,14.0
7.0,1.0,4.0,11.0
5.0,1.0,5.0,10.0
18.0,3.0,16.0,288.0
14.0,2.0,7.0,7.0
8.0,3.0,10.0,80.0
8.0,4.0,18.0,0.4444444444444444
16.0,1.0,11.0,27.0
12.0,4.0,18.0,0.6666666666666666
3.0,2.0,19.0,-16.0
11.0,1.0,16.0,27.0
6.0,4.0,7.0,0.8571428571428571
17.0,4.0,19.0,0.8947368421052632
3.0,4.0,18.0,0.16666666666666666
9.0,2.0,4.0,5.0
1.0,2.0,2.0,-1.0
8.0,3.0,17.0,136.0
10.0,4.0,4.0,2.5
12.0,3.0,10.0,120.0
14.0,2.0,20.0,-6.0
3.0,4.0,3.0,1.0
13.0,2.0,18.0,-5.0
16.0,3.0,12.0,192.0
17.0,2.0,14.0,3.0
18.0,4.0,6.0,3.0
20.0,4.0,1.0,20.0
19.0,3.0,12.0,228.0
15.0,1.0,2.0,17.0
1.0,1.0,1.0,2.0
7.0,3.0,15.0,105.0
13.0,3.0,1.0,13.0
11.0,3.0,4.0,44.0
9.0,1.0,7.0,16.0
8.0,1.0,9.0,17.0
5.0,2.0,19.0,-14.0
17.0,1.0,19.0,36.0
10.0,3.0,3.0,30.0
17.0,1.0,8.0,25.0
12.0,4.0,9.0,1.3333333333333333
4.0,2.0,5.0,-1.0
16.0,1.0,2.0,18.0
11.0,3.0,2.0,22.0
5.0,4.0,8.0,0.625
3.0,3.0,13.0,39.0
13.0,2.0,19.0,-6.0
2.0,3.0,16.0,32.0
5.0,2.0,8.0,-3.0
15.0,3.0,1.0,15.0
9.0,1.0,14.0,23.0
17.0,4.0,3.0,5.666666666666667
7.0,4.0,7.0,1.0
4.0,1.0,2.0,6.0
16.0,1.0,18.0,34.0
3.0,3.0,2.0,6.0
6.0,3.0,3.0,18.0
20.0,2.0,4.0,16.0
4.0,3.0,3.0,12.0
10.0,3.0,3.0,30.0
19.0,3.0,18.0,342.0
14.0,3.0,18.0,252.0
19.0,3.0,8.0,152.0
16.0,2.0,9.0,7.0
2.0,4.0,13.0,0.15384615384615385
3.0,3.0,2.0,6.0
9.0,4.0,11.0,0.8181818181818182
19.0,4.0,2.0,9.5
11.0,3.0,1.0,11.0
11.0,2.0,6.0,5.0
7.0,1.0,11.0,18.0
20.0,2.0,3.0,17.0
7.0,2.0,17.0,-10.0
1.0,3.0,11.0,11.0
1.0,4.0,4.0,0.25
19.0,1.0,3.0,22.0
6.0,3.0,10.0,60.0
20.0,1.0,7.0,27.0
8.0,3.0,12.0,96.0
2.0,2.0,8.0,-6.0
16.0,1.0,2.0,18.0
14.0,3.0,5.0,70.0
15.0,1.0,16.0,31.0
7.0,3.0,3.0,21.0
20.0,4.0,19.0,1.0526315789473684
19.0,4.0,4.0,4.75
7.0,2.0,14.0,-7.0
